region_nom_bdd,prefecture_nom_bdd,canton_nom_bdd,nb_agences,nb_agents_mobile_money,lon,lat,sans_agence_operateur,rang_desserte_mm,zone_prioritaire,dist_km_agence_plus_proche,dist_km_agent_mm_plus_proche,population_totale,population_masculin,population_feminin,population_method,adm2_name_hdx,adm3_name_hdx,adm3_pcode_hdx,area_sqkm_hdx,densite_pop_par_km2,agences_pour_10k_hab,agents_mm_pour_10k_hab
Maritime,Agoè-Nyivé,Vakpossito,2.0,263,1.1664639475010368,6.217756142660997,False,358.0,False,0.73,0.17,,,,non_disponible,,,,,,,
Maritime,Avé,Aképé,0.0,22,1.0698295555392578,6.245316609954679,True,237.0,False,4.75,0.48,16961,8273,8688,exact,Ave,Akepe,TG030101,42.7592164,396.7,0.0,12.97
Maritime,Avé,Ando,0.0,5,0.8106759828472277,6.477953069202788,True,56.0,True,11.88,6.02,40644,19326,21318,fuzzy,Ave,Assahoun/Ando Peme,TG030102,377.66242577,107.6,0.0,1.23
Maritime,Avé,Assahoun,2.0,43,0.9099308481245316,6.454305112752731,False,301.0,False,0.72,0.08,40644,19326,21318,fuzzy,Ave,Assahoun/Ando Peme,TG030102,377.66242577,107.6,0.49,10.58
Maritime,Avé,Badja,0.0,10,1.0153633109388671,6.387323423716817,True,130.0,False,11.27,2.39,9413,4699,4714,exact,Ave,Badja,TG030103,173.55284604,54.2,0.0,10.62
Maritime,Avé,Edzi,0.0,1,0.87036,6.384941666666666,True,1.0,True,8.21,0.0,1832,859,973,exact,,,,,,0.0,5.46
Maritime,Avé,Kévé,1.0,11,0.9443069374350254,6.450791686200269,False,146.0,False,2.76,2.47,11735,5524,6211,exact,Ave,Keve,TG030105,105.78303589,110.9,0.85,9.37
Maritime,Avé,Noépé,0.0,17,1.0375902848662821,6.2618748675691345,True,200.0,False,8.74,0.11,9796,4747,5049,exact,Ave,Noepe,TG030106,37.3412055,262.3,0.0,17.35
Maritime,Avé,Tovégan,0.0,9,0.8914639222001721,6.605150780466908,True,112.0,False,17.49,3.05,12732,6152,6580,exact,Ave,Tovegan,TG030107,188.80213605,67.4,0.0,7.07
Maritime,Avé,Zolo,0.0,10,0.9054040000000001,6.390509833333334,True,130.0,False,5.38,2.17,8101,3751,4350,fuzzy,Ave,Dzolo,TG030104,123.4217079,65.6,0.0,12.34
Maritime,Bas-Mono,Afagnan-Gbléta,0.0,42,1.6151809905550472,6.497100256660339,True,300.0,False,0.86,0.07,15929,7427,8502,fuzzy,Bas-Mono,Afagnan / Afagnagan,TG030201,112.25715045,141.9,0.0,26.37
Maritime,Bas-Mono,Afagnangan,2.0,88,1.633837080990019,6.495731978763361,False,335.0,False,0.57,0.12,19478,9127,10351,fuzzy,Bas-Mono,Afagnan / Afagnagan,TG030201,112.25715045,173.5,1.03,45.18
Maritime,Bas-Mono,Agbétiko,0.0,4,1.7294404213903036,6.476281450371218,True,43.0,True,11.33,1.34,4087,1919,2168,exact,Bas-Mono,Agome Glozou/Agbetiko,TG030202,72.98692102,56.0,0.0,9.79
Maritime,Bas-Mono,Agome-Glozou,0.0,6,1.6636485978079667,6.555138058581188,True,71.0,True,7.67,0.08,7254,3475,3779,exact,Bas-Mono,Agome Glozou/Agbetiko,TG030202,72.98692102,99.4,0.0,8.27
Maritime,Bas-Mono,Attitogon,0.0,23,1.6593517724476632,6.429381706510927,True,244.0,False,8.1,0.79,31288,14516,16772,exact,Bas-Mono,Attitogon,TG030203,68.97885036,453.6,0.0,7.35
Maritime,Bas-Mono,Hompou,0.0,1,1.7025066666666664,6.435569999999999,True,1.0,True,10.54,0.0,4103,1958,2145,exact,Bas-Mono,Hompou,TG030204,40.08802423,102.3,0.0,2.44
Maritime,Bas-Mono,Kpétsou,0.0,19,1.5758866388533057,6.52928127527754,True,222.0,False,6.36,0.43,12721,5944,6777,exact,Bas-Mono,Kpetsou,TG030205,35.1716949,361.7,0.0,14.94
Maritime,Golfe,Aflao-Gakli,6.0,1062,1.1820875603590082,6.192455090785973,False,371.0,False,1.02,0.15,,,,non_disponible,,,,,,,
Maritime,Golfe,Aflao-Sagbado,2.0,777,1.1366164072468057,6.185109369936747,False,367.0,False,0.95,0.02,,,,non_disponible,,,,,,,
Maritime,Golfe,Amoutivé,3.0,809,1.2142523261192477,6.13309135191914,False,368.0,False,0.41,0.06,,,,non_disponible,,,,,,,
Maritime,Golfe,Baguida,2.0,482,1.3335745559257737,6.1776345035065265,False,366.0,False,1.24,0.1,,,,non_disponible,,,,,,,
Maritime,Golfe,Bè-Centre,3.0,454,1.2454384682193727,6.181145900148379,False,364.0,False,0.63,0.18,,,,non_disponible,,,,,,,
Maritime,Golfe,Bè-Est,8.0,1256,1.2620684246403424,6.164371495383347,False,372.0,False,1.06,0.05,,,,non_disponible,,,,,,,
Maritime,Golfe,Bè-Ouest,2.0,281,1.2163731137217138,6.159256500255118,False,360.0,False,2.08,0.08,,,,non_disponible,,,,,,,
Maritime,Lacs,Agbodrafo,0.0,179,1.4898651196515729,6.214426516619479,True,351.0,False,17.06,0.21,35262,17147,18115,exact,Lacs,Agbodrafo,TG030401,81.48233086,432.8,0.0,50.76
Maritime,Lacs,Agouégan,0.0,12,1.7024771799065883,6.262620952884078,True,157.0,False,27.15,0.75,11825,5555,6270,exact,Lacs,Agouegan,TG030402,49.17277933,240.5,0.0,10.15
Maritime,Lacs,Aklakou,0.0,28,1.7199108792976256,6.3325636598261985,True,269.0,False,20.74,0.6,31030,14880,16150,exact,Lacs,Aklakou,TG030403,179.99184507,172.4,0.0,9.02
Maritime,Lacs,Anfoin,0.0,47,1.6075785097904038,6.33067457121675,True,309.0,False,18.48,0.03,17172,8163,9009,exact,Lacs,Anfoin,TG030405,25.37745704,676.7,0.0,27.37
Maritime,Lacs,Aného,0.0,57,1.5859563428768026,6.228080681188501,True,319.0,False,27.71,0.14,28237,13533,14704,exact,Lacs,Aneho,TG030404,17.39448502,1623.3,0.0,20.19
Maritime,Lacs,Canton D’Aneho,0.0,83,1.6149477155913163,6.237881185232464,True,333.0,False,28.69,0.1,28237,13533,14704,fuzzy,Lacs,Aneho,TG030404,17.39448502,1623.3,0.0,29.39
Maritime,Lacs,Fiata,0.0,25,1.6479911234668239,6.308987037221807,True,252.0,False,20.86,0.6,8988,4311,4677,exact,Lacs,Ganave/Fiata,TG030406,22.93776515,391.8,0.0,27.81
Maritime,Lacs,Ganavé,0.0,14,1.6311662970994598,6.314241671136156,True,180.0,False,20.16,0.56,11062,5146,5916,exact,Lacs,Ganave/Fiata,TG030406,22.93776515,482.3,0.0,12.66
Maritime,Lacs,Gbodjomé,0.0,264,1.4031498466209291,6.197287131853042,True,359.0,False,7.42,0.12,72914,35014,37900,exact,,,,,,0.0,36.21
Maritime,Lacs,Glidji,0.0,32,1.6060863764805204,6.2570996113842305,True,284.0,False,26.63,0.16,24757,11719,13038,exact,Lacs,Glidji,TG030407,40.04226344,618.3,0.0,12.93
Maritime,Vo,Akoumapé,0.0,43,1.4442386821705426,6.391728100775194,True,301.0,False,22.49,0.11,19187,8780,10407,exact,Vo,Akoumape,TG030601,123.41311181,155.5,0.0,22.41
Maritime,Vo,Anyron-Kopé,0.0,7,1.548335238095238,6.269482142857143,True,85.0,True,25.36,0.57,6143,2866,3277,fuzzy,Vo,Anyron Kope,TG030602,32.32379531,190.0,0.0,11.4
Maritime,Vo,Dagbati,0.0,26,1.5017203846153846,6.4431175,True,256.0,False,14.65,0.9,18206,8495,9711,exact,Vo,Dagbati,TG030603,96.54854893,188.6,0.0,14.28
Maritime,Vo,Dzrékpo,0.0,58,1.5685881294426502,6.4588444321074245,True,321.0,False,7.32,0.42,29687,14002,15685,exact,Vo,Dzrekpo,TG030604,57.58431778,515.5,0.0,19.54
Maritime,Vo,Hahotoé,0.0,55,1.4134726363636363,6.363577848484849,True,316.0,False,17.88,0.04,14393,6635,7758,exact,Vo,Hahotoe,TG030605,38.92518801,369.8,0.0,38.21
Maritime,Vo,Mome-Hounkpati,0.0,16,1.5589877818646671,6.474366991461764,True,194.0,False,7.48,0.1,16758,7622,9136,exact,Vo,Mome-Hounkpati,TG030606,42.03791153,398.6,0.0,9.55
Maritime,Vo,Sévagan,0.0,15,1.4274099999999998,6.300041333333334,True,185.0,False,16.16,0.02,12919,5942,6977,exact,Vo,Sevagan,TG030607,63.68895772,202.8,0.0,11.61
Maritime,Vo,Togoville,0.0,45,1.485686299100948,6.2396334830762195,True,305.0,False,17.68,0.52,18253,8646,9607,exact,Vo,Togoville,TG030608,77.2915368,236.2,0.0,24.65
Maritime,Vo,Vo-Koutimé,0.0,36,1.5742007834774736,6.359115601253887,True,290.0,False,16.19,0.85,24190,11594,12596,exact,Vo,Vo-Koutime,TG030610,61.68650901,392.1,0.0,14.88
Maritime,Vo,Vogan,0.0,175,1.5281586535591292,6.338230535819747,True,350.0,False,20.48,0.06,64675,29903,34772,exact,Vo,Vogan,TG030609,161.9336999,399.4,0.0,27.06
Maritime,Yoto,Ahépé,0.0,17,1.3934094925642344,6.604598266186797,True,200.0,False,11.95,0.18,18138,8556,9582,exact,Yoto,Ahepe,TG030701,95.1523491,190.6,0.0,9.37
Maritime,Yoto,Amoussimé,0.0,7,1.5239297909045517,6.632680322507142,True,85.0,True,5.56,1.15,12720,5938,6782,exact,Yoto,Amoussime,TG030702,39.49807428,322.0,0.0,5.5
Maritime,Yoto,Essé-Godjin,0.0,3,1.5557236212969905,6.720592350172652,True,32.0,True,15.91,1.66,7897,3842,4055,exact,Yoto,Esse Godjin,TG030703,77.18600385,102.3,0.0,3.8
Maritime,Yoto,Gboto,0.0,9,1.5014221114591075,6.682555112198689,True,112.0,False,10.46,1.93,13168,6151,7017,exact,Yoto,Gboto,TG030704,60.35619288,218.2,0.0,6.83
Maritime,Yoto,Kini-Kondji,0.0,2,1.5465505958122923,6.611279083671025,True,14.0,True,5.7,0.04,5465,2604,2861,exact,Yoto,Kini-Kondji,TG030705,29.31897559,186.4,0.0,3.66
Maritime,Yoto,Kouvé,0.0,18,1.4111112658710887,6.661979882570948,True,214.0,False,12.8,0.14,21986,10309,11677,exact,Yoto,Kouve,TG030706,317.66625095,69.2,0.0,8.19
Maritime,Yoto,Sendome,0.0,2,1.5743808333333331,6.765446945237988,True,14.0,True,21.3,0.08,9955,4698,5257,fuzzy,Yoto,Sedome,TG030707,37.95510589,262.3,0.0,2.01
Maritime,Yoto,Tabligbo,1.0,55,1.50187699213185,6.595656346120625,False,316.0,False,0.81,0.06,37182,17747,19435,exact,Yoto,Tabligbo,TG030708,40.59467215,915.9,0.27,14.79
Maritime,Yoto,Tchékpo,0.0,27,1.3586999382218348,6.536880293706351,True,263.0,False,16.67,0.16,14591,6934,7657,exact,Yoto,Tchekpo,TG030709,171.68654892,85.0,0.0,18.5
Maritime,Yoto,Tokpli,0.0,11,1.5754928857372705,6.639862738936097,True,146.0,False,10.07,1.46,13998,6547,7451,exact,Yoto,Tokpli,TG030710,79.48497246,176.1,0.0,7.86
Maritime,Yoto,Tométy-Kondji,0.0,2,1.535050088030235,6.7778785994854225,True,14.0,True,21.4,0.05,9068,4302,4766,exact,Yoto,Tomety-Kondji,TG030711,157.14037738,57.7,0.0,2.21
Maritime,Yoto,Zafi,0.0,7,1.3664162788853538,6.640531275628653,True,85.0,True,15.88,1.82,10683,5231,5452,exact,Yoto,Zafi,TG030712,155.05688769,68.9,0.0,6.55
Maritime,Zio,Abobo,1.0,28,1.3117734132497405,6.261997767240631,False,269.0,False,2.93,0.52,40622,20145,20477,exact,Zio,Abobo,TG030801,112.23551667,361.9,0.25,6.89
Maritime,Zio,Agbélouvé,1.0,125,1.1038108892865093,6.70794957727597,False,344.0,False,7.86,2.07,50219,24520,25699,exact,Zio,Agbelouve,TG030802,452.9506497,110.9,0.2,24.89
Maritime,Zio,Bolou,0.0,18,1.097928065913186,6.440294617035404,True,214.0,False,12.65,0.53,12878,6050,6828,exact,Zio,Bolou Kpeta,TG030803,75.17100293,171.3,0.0,13.98
Maritime,Zio,Dalavé,0.0,51,1.2424746831861995,6.383928606764519,True,313.0,False,4.71,0.08,24596,12221,12375,exact,Zio,Dalave,TG030804,103.47654966,237.7,0.0,20.74
Maritime,Zio,Davié,0.0,153,1.1964818746122687,6.369583735905768,True,347.0,False,4.55,0.65,40518,19405,21113,exact,Zio,Davie,TG030805,69.94209047,579.3,0.0,37.76
Maritime,Zio,Djagblé,1.0,26,1.2740800386615285,6.260260069902863,False,256.0,False,1.2,0.46,65455,31754,33701,exact,Zio,Djagble,TG030806,32.67444796,2003.2,0.15,3.97
Maritime,Zio,Gamé-Sèva,0.0,17,1.205601881750827,6.699740654881422,True,200.0,False,5.08,2.04,17624,8811,8813,fuzzy,Zio,Game,TG030807,208.40690193,84.6,0.0,9.65
Maritime,Zio,Gapé-Centre,0.0,41,1.1127289018900202,6.596941190211935,True,297.0,False,10.55,0.46,20215,9460,10755,exact,Zio,Gape-Centre,TG030809,262.14839081,77.1,0.0,20.28
Maritime,Zio,Gapé-Kpodji,0.0,7,0.9788170765849789,6.668849679121155,True,85.0,True,20.78,1.0,8489,4090,4399,exact,Zio,Gape Kpodji,TG030808,111.38099797,76.2,0.0,8.25
Maritime,Zio,Gbatopé,0.0,62,1.288642525380538,6.470010707497363,True,323.0,False,10.97,1.61,26317,12656,13661,exact,Zio,Gbatope,TG030810,269.83147349,97.5,0.0,23.56
Maritime,Zio,Gblainvié,0.0,9,1.117351800521406,6.481094459416932,True,112.0,False,12.8,2.24,9225,4375,4850,exact,Zio,Gblainvie,TG030811,111.24522254,82.9,0.0,9.76
Maritime,Zio,Kovié,0.0,14,1.084399959619259,6.331955001125887,True,180.0,False,10.64,0.62,20834,10024,10810,exact,Zio,Kovie,TG030812,48.34605211,430.9,0.0,6.72
Maritime,Zio,Kpomé,0.0,22,1.3526681924797888,6.300272878261179,True,237.0,False,8.39,1.25,18991,9251,9740,exact,Zio,Kpome,TG030813,82.50004376,230.2,0.0,11.58
Maritime,Zio,Mission-Tové,0.0,41,1.1250165532545005,6.299904140218001,True,297.0,False,4.94,0.45,56794,28134,28660,fuzzy,Zio,Mission-Tove,TG030814,56.52374973,1004.8,0.0,7.22
Maritime,Zio,Tsévié,2.0,157,1.2103403452725816,6.422763789104865,False,349.0,False,1.32,0.1,81568,38755,42813,exact,Zio,Tsevie,TG030815,116.95159486,697.5,0.25,19.25
Maritime,Zio,Wli,0.0,8,1.1309064368104589,6.402117256961286,True,99.0,False,8.55,2.03,5687,2716,2971,exact,Zio,Wli,TG030816,49.75528926,114.3,0.0,14.07
Plateaux,Agou,Agotimé-Nord,0.0,4,0.6633927257744908,6.718001755911722,True,43.0,True,15.49,6.02,8332,4032,4300,fuzzy,Agou,Agotime Nord,TG040303,213.62232711,39.0,0.0,4.8
Plateaux,Agou,Agotimé-Sud (Adzakpa),0.0,1,0.8146708397654356,6.64028433703796,True,1.0,True,23.9,0.0,7436,3638,3798,fuzzy,Agou,Adzakpa,TG040302,165.87885505,44.8,0.0,1.34
Plateaux,Agou,Agou-Akplolo,0.0,12,0.7708994794340739,6.889409266858649,True,157.0,False,7.64,0.02,2609,1274,1335,exact,Agou,Agou-Akplolo,TG040309,45.41306757,57.5,0.0,45.99
Plateaux,Agou,Agou-Atigbé,0.0,1,0.7072763605241267,6.8235121119449476,True,1.0,True,2.8,0.0,1845,926,919,fuzzy,Agou,Agou Atigbe,TG040305,33.60276265,54.9,0.0,5.42
Plateaux,Agou,Agou-Iboé,0.0,2,0.7845158304157358,6.870784295719874,True,14.0,True,7.97,0.88,,,,non_disponible,,,,,,,
Plateaux,Agou,Agou-Kébo,0.0,2,0.7461921704526263,6.86090187049933,True,14.0,True,3.63,0.87,2708,1274,1434,fuzzy,Agou,Agou Kebo,TG040307,18.00283718,150.4,0.0,7.39
Plateaux,Agou,Agou-Nyogbo-Agbétiko,0.0,23,0.7311627133051495,6.898455425955884,True,244.0,False,5.95,0.23,,,,non_disponible,,,,,,,
Plateaux,Agou,Agou-Nyogbo-Dzidjole,0.0,17,0.7239543381600828,6.878619252705318,True,200.0,False,3.61,0.01,,,,non_disponible,,,,,,,
Plateaux,Agou,Agou-Tavié,1.0,47,0.7127815429951633,6.843823927593852,False,309.0,False,0.54,0.23,9019,4367,4652,fuzzy,Agou,Agou Agbetiko/Agou Dzidjole,TG040304,68.62937884,131.4,1.11,52.11
Plateaux,Agou,Amoussou-Kopé,0.0,45,0.8423259021828923,6.67895839615859,True,305.0,False,23.29,1.02,11697,5799,5898,fuzzy,Agou,Amoussou Kope,TG040310,137.50501514,85.1,0.0,38.47
Plateaux,Agou,Assahoun-Fiagbé,0.0,1,0.7052592085053658,6.795067806406557,True,1.0,True,5.9,0.0,,,,non_disponible,,,,,,,
Plateaux,Agou,Gadja,0.0,57,0.7974648417602371,6.805310536114453,True,319.0,False,10.08,0.64,20634,10361,10273,exact,Agou,Gadja,TG040311,207.46754634,99.5,0.0,27.62
Plateaux,Agou,Kati,0.0,12,0.8488771497263392,6.890494189061301,True,157.0,False,15.4,0.01,8231,4047,4184,exact,Agou,Agou Yiboe/Kati,TG040308,109.95967608,74.9,0.0,14.58
Plateaux,Akébou,Djon,0.0,8,0.7889174339995884,7.735931571436469,True,99.0,False,44.62,0.22,13562,6857,6705,exact,Akebou,Djon,TG041001,187.394431,72.4,0.0,5.9
Plateaux,Akébou,Gbendè,0.0,2,0.6772116666666667,7.73536,True,14.0,True,56.91,0.01,6071,3112,2959,exact,Akebou,Gbende,TG041002,110.44042057,55.0,0.0,3.29
Plateaux,Akébou,Kamina-Akébou,0.0,17,0.8560371149493526,7.92436021410028,True,200.0,False,41.12,0.04,14632,7442,7190,fuzzy,Akebou,Kamina,TG041003,358.08055235,40.9,0.0,11.62
Plateaux,Akébou,Kougnohou,0.0,43,0.7897406625913477,7.654095474016097,True,301.0,False,46.01,0.11,13718,6853,6865,exact,Akebou,Kougnohou,TG041004,96.48751882,142.2,0.0,31.35
Plateaux,Akébou,Kpalavé,0.0,2,0.8525366666666667,7.851515833333332,True,14.0,True,38.71,0.09,6989,3442,3547,exact,Akebou,Kpalave,TG041005,95.06504915,73.5,0.0,2.86
Plateaux,Akébou,Sérégbénè,0.0,5,0.7482343333333333,7.845137333333332,True,56.0,True,49.79,2.61,8013,4113,3900,exact,Akebou,Seregbene,TG041006,169.28518936,47.3,0.0,6.24
Plateaux,Akébou,Veh,0.0,4,0.7137768391412953,7.664057925723699,True,43.0,True,53.91,1.43,,,,non_disponible,,,,,,,
Plateaux,Akébou,Yalla,0.0,6,0.6742480555555556,7.814819444444445,True,71.0,True,57.4,1.1,5530,2790,2740,exact,Akebou,Yalla,TG041008,95.23830434,58.1,0.0,10.85
Plateaux,Amou,Adiva,0.0,4,1.022575325680086,7.5128159007374595,True,43.0,True,26.94,0.04,1158,562,596,exact,Amou,Adiva,TG040101,10.53327579,109.9,0.0,34.54
Plateaux,Amou,Amlamé (Ouma),0.0,32,0.9073264287262208,7.4611182096221516,True,284.0,False,32.65,0.31,,,,non_disponible,,,,,,,
Plateaux,Amou,Amou-Oblo,0.0,18,0.8676375846229833,7.387343747073913,True,214.0,False,32.13,0.09,19923,9916,10007,exact,Amou,Amou-Oblo,TG040102,150.74019863,132.2,0.0,9.03
Plateaux,Amou,Ekpégnon,0.0,1,1.023603153129945,7.252346112053424,True,1.0,True,17.06,0.0,6098,3035,3063,exact,Amou,Ekpegnon,TG040104,142.15177543,42.9,0.0,1.64
Plateaux,Amou,Evou,0.0,28,1.0499129182638627,7.523587537151839,True,269.0,False,26.35,0.3,4893,2403,2490,exact,Amou,Evou,TG040105,39.9581071,122.5,0.0,57.22
Plateaux,Amou,Hihéatro,0.0,28,1.1023114259960445,7.542326198128173,True,269.0,False,26.12,0.14,23330,11290,12040,exact,Amou,Hiheatro,TG040107,221.32544293,105.4,0.0,12.0
Plateaux,Amou,Imlè-Adiva,0.0,7,0.9799339263034519,7.501719042087319,True,85.0,True,29.03,0.2,4806,2449,2357,fuzzy,Amou,Imle,TG040108,95.7897072,50.2,0.0,14.57
Plateaux,Amou,Kpatégan,0.0,7,1.0495338716234894,7.330520716073781,True,85.0,True,12.79,0.04,10075,5037,5038,exact,Amou,Kpategan,TG040109,179.36748937,56.2,0.0,6.95
Plateaux,Amou,Otadi,0.0,15,0.9931806357215038,7.66572188054117,True,185.0,False,24.42,1.93,5421,2731,2690,exact,Amou,Otadi,TG040111,347.17736351,15.6,0.0,27.67
Plateaux,Amou,Sodo,0.0,5,0.8489888917074937,7.303108461568959,True,56.0,True,23.03,2.76,3920,2032,1888,exact,Amou,Sodo,TG040113,33.46323742,117.1,0.0,12.76
Plateaux,Amou,Témédja,0.0,30,1.0705575391977438,7.521712682408089,True,279.0,False,25.15,0.04,9026,4423,4603,exact,Amou,Temedja,TG040114,82.67910836,109.2,0.0,33.24
Plateaux,Anié,Adogbénou,0.0,29,1.4367713664061237,7.739224519568431,True,277.0,False,26.91,0.47,37998,19214,18784,exact,Anie,Adogbenou,TG041101,639.90896865,59.4,0.0,7.63
Plateaux,Anié,Anié,2.0,208,1.1944852236324903,7.764385977454337,False,353.0,False,0.19,0.07,78455,38841,39614,exact,Anie,Anie,TG041102,241.98242515,324.2,0.25,26.51
Plateaux,Anié,Atchinédji,0.0,10,1.4098526666666666,7.683276333333334,True,130.0,False,25.32,0.8,18000,9086,8914,exact,Anie,Atchinedji,TG041103,411.05115216,43.8,0.0,5.56
Plateaux,Anié,Glitto,0.0,9,1.5122192592592592,7.600405555555556,True,112.0,False,39.35,1.44,23415,11465,11950,exact,Anie,Glitto,TG041104,329.67837578,71.0,0.0,3.84
Plateaux,Anié,Kolo-Kopé,0.0,12,1.2893818431215778,7.797377707835135,True,157.0,False,11.23,0.17,14918,7569,7349,exact,Anie,Kolokope,TG041105,224.20016547,66.5,0.0,8.04
Plateaux,Anié,Pallakoko,0.0,17,1.0813769247534177,7.8796529991791395,True,200.0,False,17.7,4.22,7372,3722,3650,exact,Anie,Pallakoko,TG041106,139.15033139,53.0,0.0,23.06
Plateaux,Danyi,Ahlon,0.0,10,0.6622154587632626,7.299954495266054,True,130.0,False,20.17,2.05,,,,non_disponible,,,,,,,
Plateaux,Danyi,Danyi-Atigba,0.0,75,0.6949238620036308,7.224221625822252,True,329.0,False,11.01,1.27,,,,non_disponible,,,,,,,
Plateaux,Danyi,Danyi-Elavagnon,0.0,27,0.7134320389759963,7.291343954490683,True,263.0,False,17.82,0.79,,,,non_disponible,,,,,,,
Plateaux,Danyi,Danyi-Kakpa,0.0,22,0.6522160657948187,7.144370300821788,True,237.0,False,8.83,0.34,,,,non_disponible,,,,,,,
Plateaux,Danyi,Danyi-Kpeto-Evita,0.0,6,0.7317692021654159,7.261703783477421,True,71.0,True,14.42,0.34,,,,non_disponible,,,,,,,
Plateaux,Danyi,Yikpa,0.0,2,0.6141849578617808,7.137628245910592,True,14.0,True,12.93,1.28,,,,non_disponible,,,,,,,
Plateaux,Est-Mono,Badin-Copé,0.0,30,1.5492748228576825,8.210209569465569,True,279.0,False,59.81,1.36,26879,13681,13198,fuzzy,Est-Mono,Badin,TG040501,495.51673394,54.2,0.0,11.16
Plateaux,Est-Mono,Elavagnon,0.0,54,1.330912111264126,7.952530863963001,True,315.0,False,25.81,4.11,25016,12552,12464,exact,Est-Mono,Elavagnon,TG040502,289.61591573,86.4,0.0,21.59
Plateaux,Est-Mono,Gbadjahè,0.0,15,1.31387276444572,7.855656010675348,True,185.0,False,16.72,1.31,9636,4882,4754,exact,Est-Mono,Gbadjahe,TG040503,164.63660748,58.5,0.0,15.57
Plateaux,Est-Mono,Kamina,0.0,18,1.5587653315823298,8.06888595214642,True,214.0,False,52.6,1.88,25692,13081,12611,exact,Est-Mono,Kamina,TG040504,581.69319712,44.2,0.0,7.01
Plateaux,Est-Mono,Kpéssi,0.0,6,1.26980948362184,8.067055313004799,True,71.0,True,34.65,0.17,11910,6046,5864,exact,Est-Mono,Kpessi,TG040505,242.47174788,49.1,0.0,5.04
Plateaux,Est-Mono,Morétan,0.0,51,1.3510984175233491,8.132290685788872,True,313.0,False,44.18,2.11,49295,25126,24169,exact,Est-Mono,Moretan,TG040506,738.25204025,66.8,0.0,10.35
Plateaux,Est-Mono,Nyamassila,0.0,35,1.1917808319999799,7.984327439920493,True,289.0,False,24.39,0.05,16032,7961,8071,exact,Est-Mono,Nyamassila,TG040507,140.46322381,114.1,0.0,21.83
Plateaux,Haho,Akpakpakpé,0.0,13,1.0736557692307693,7.094184487179486,True,170.0,False,13.44,1.89,12369,6218,6151,exact,,,,,,0.0,10.51
Plateaux,Haho,Asrama,0.0,32,1.4141643205920191,7.0092381848396865,True,284.0,False,21.65,0.68,50994,23926,27068,exact,Haho,Assrama,TG040601,618.2469279,82.5,0.0,6.28
Plateaux,Haho,Atchavé,0.0,26,1.2025232933412802,6.8681684805927,True,256.0,False,10.09,1.52,25560,12708,12852,exact,Haho,Atsave,TG040602,305.8034716,83.6,0.0,10.17
Plateaux,Haho,Dalia,0.0,27,1.2406053654534812,6.8142503473230525,True,263.0,False,17.27,1.97,16372,8078,8294,exact,Haho,Dalia,TG040603,158.84354598,103.1,0.0,16.49
Plateaux,Haho,Djemegni,0.0,22,1.3262300397375866,6.979037464075821,True,237.0,False,17.09,1.82,31513,14004,17509,exact,Haho,Djemegni,TG040604,203.60055166,154.8,0.0,6.98
Plateaux,Haho,Hahomégbé,0.0,20,1.0064518480375748,6.913746824800495,True,225.0,False,18.7,1.19,19014,9691,9323,exact,,,,,,0.0,10.52
Plateaux,Haho,Kpegnon (Haito),0.0,13,0.9815288461538461,7.172838076923076,True,170.0,False,20.22,2.68,,,,non_disponible,,,,,,,
Plateaux,Haho,Kpédomé,1.0,105,1.1553929988607219,7.017245022756334,False,340.0,False,6.1,1.79,46326,23016,23310,exact,Haho,Kpedome,TG040605,598.09111608,77.5,0.22,22.67
Plateaux,Haho,Notsé,1.0,114,1.168683614918702,6.946220448219947,False,342.0,False,0.84,0.1,58983,28691,30292,exact,Haho,Notse,TG040607,560.26376764,105.3,0.17,19.33
Plateaux,Haho,Wahala,1.0,81,1.1713312510402238,7.167637859348491,False,332.0,False,1.03,0.63,36703,18028,18675,exact,Haho,Wahala,TG040608,444.20850382,82.6,0.27,22.07
Plateaux,Kloto,Agome-Kpalime,2.0,368,0.6317351268072824,6.912778644110855,False,362.0,False,0.08,0.19,87478,42058,45420,fuzzy,Kloto,Agome,TG041201,32.44912228,2695.9,0.23,42.07
Plateaux,Kloto,Agomé-Tomégbé,0.0,6,0.5631135500000001,6.953720655555556,True,71.0,True,8.91,0.46,2833,1448,1385,exact,Kloto,Agome-Tomegbe,TG041202,26.77647324,105.8,0.0,21.18
Plateaux,Kloto,Agomé-Yoh,0.0,2,0.5890458333333334,6.9456675,True,14.0,True,6.04,1.16,1785,903,882,fuzzy,Kloto,Agome,TG041201,32.44912228,55.0,0.0,11.2
Plateaux,Kloto,Gbalabé,0.0,6,0.6040068142894727,6.867755990351436,True,71.0,True,4.95,0.19,,,,non_disponible,,,,,,,
Plateaux,Kloto,Hanyigba,0.0,5,0.5977582706667437,6.905654922815721,True,56.0,True,3.89,0.96,4455,2202,2253,exact,Kloto,Hanyigba,TG041204,34.24041928,130.1,0.0,11.22
Plateaux,Kloto,Kouma,0.0,28,0.6038960686757672,6.967502800662234,True,269.0,False,6.88,1.23,6815,3391,3424,exact,Kloto,Kouma,TG041205,59.88871052,113.8,0.0,41.09
Plateaux,Kloto,Kpadapé,0.0,3,0.5927536097576787,6.840764278957256,True,32.0,True,8.07,0.09,11953,5839,6114,fuzzy,Kloto,Kpadape,TG041206,65.80110344,181.7,0.0,2.51
