FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,operateur,geometry
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e41,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",POINT (0.3970566666666667 10.609580000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e40,Savanes,Oti,Oti 2,Barkoissi,Moov,POINT (0.3938607317867955 10.608416615406975)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e3f,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Togocom,POINT (0.167605 11.07017)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e3e,Savanes,Oti,Oti 2,Barkoissi,Moov,POINT (0.3949674651174293 10.609836166888917)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e3d,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4753033333333334 10.356765)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e3c,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",POINT (0.1716783333333334 10.595858333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e3b,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Togocom,POINT (0.644074868595233 10.383366164664078)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e3a,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",POINT (0.1715266666666667 10.595538333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e39,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,POINT (0.1711516666666667 10.595623333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e38,Savanes,Tandjoaré,Tandjoaré 1,Loko,"Moov, Togocom",POINT (0.2493566666666666 10.608061666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e37,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,POINT (0.1717833333333333 10.596383333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e36,Savanes,Oti,Oti 2,Barkoissi,Moov,POINT (0.3932548647984582 10.608792892657815)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e35,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",POINT (0.3938241440958484 10.609538296010582)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e34,Savanes,Oti,Oti 2,Tchanaga,"Moov, Togocom",POINT (0.4914173054360709 10.499074105006061)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e33,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4769966666666667 10.3613466026087)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e32,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.47148 10.359373333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e31,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.471965 10.359213333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e30,Savanes,Oti,Oti 2,Barkoissi,Togocom,POINT (0.3028190611355038 10.556999354739176)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e2f,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.468995 10.361213333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e2e,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4721433256213948 10.357505914713107)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e2d,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4720573257751092 10.359134924716122)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e2c,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",POINT (0.3030554145569283 10.556780881858742)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e2b,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4724830703901803 10.361231495379311)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e2a,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4741058596646266 10.362252234872608)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e29,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,POINT (0.0130061352885481 11.100800435228326)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e28,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",POINT (0.3031017808174546 10.556741385065799)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e27,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4786352044257253 10.359569368672577)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e26,Maritime,Zio,Zio 4,Gapé-Centre,Nsp,POINT (1.103857449783335 6.602666673358168)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e25,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4739366666666667 10.357931666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e24,Savanes,Tône,Tône 2,Namaré,Togocom,POINT (0.1305766666666667 10.981163333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e23,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.47412 10.357771666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e22,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,POINT (0.01292 11.108206666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e21,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.47395 10.372036666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e20,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4742183333333333 10.360428333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e1f,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",POINT (0.0252110239201584 10.798357351875467)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e1e,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",POINT (0.0252116666666667 10.798388333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e1d,Savanes,Kpendjal,Kpendjal 2,Borgou,Nsp,POINT (0.6285116118929726 10.778584914157715)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e1c,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4742766666666667 10.360195000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e1b,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4739533333333333 10.371694999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e1a,Savanes,Tône,Tône 3,Lotogou,Moov,POINT (0.02536 10.798325)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e19,Savanes,Tône,Tône 2,Namaré,Moov,POINT (0.1302220001734754 10.981187658448977)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e18,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4747742891362046 10.357401722975585)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e17,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",POINT (0.0162116666666667 11.106155000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e16,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",POINT (0.0249281846869295 10.797771730263092)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e15,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",POINT (0.2009933333333333 10.565108333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e14,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4735516666666666 10.358225000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e13,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,POINT (0.2029433333333333 10.562948333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e12,Savanes,Tône,Tône 3,Lotogou,Moov,POINT (0.025725 10.798148333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e11,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4758284268946676 10.357527498998696)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e10,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",POINT (0.02581 10.798051666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e0f,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",POINT (0.0258041854748126 10.797998457858439)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e0e,Savanes,Tône,Tône 2,Namaré,Moov,POINT (0.1302383333333333 10.98086)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e0d,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",POINT (0.0261133333333333 10.798200000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e0c,Savanes,Tône,Tône 3,Lotogou,Togocom,POINT (0.025485 10.798326666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e0b,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4751195052653693 10.357078765457079)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e0a,Savanes,Tône,Tône 2,Namaré,"Moov, Togocom",POINT (0.1296033333333334 10.98021)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e09,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4758477055827188 10.357481662670757)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e08,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",POINT (0.01471 11.105861666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e07,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.47555 10.35648)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e06,Savanes,Oti,Oti 1,Mango,Moov,POINT (0.4751633333333333 10.356101666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e05,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.47507 10.355961666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e04,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",POINT (0.2153583333333334 10.547083333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e03,Savanes,Oti,Oti 1,Mango,Nsp,POINT (0.47424 10.35552)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e02,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",POINT (0.303677348780411 10.562680648856455)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e01,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.476435 10.3561)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6e00,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",POINT (0.3032759964874147 10.558991380550943)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dff,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,"Moov, Togocom",POINT (0.4236561341109069 10.99332723341436)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dfe,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.47681 10.35581)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dfd,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4776112501836867 10.357177250110176)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dfc,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4779666666666667 10.35834)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dfb,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",POINT (0.1076052645379893 10.955600694562186)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dfa,Savanes,Tône,Tône 2,Naki-Ouest,Moov,POINT (0.1074825684903251 10.955349816452657)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df9,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,"Moov, Togocom",POINT (0.4240597367024934 10.993690655898847)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df8,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4756077821945289 10.35235372052266)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df7,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.47981 10.362028333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df6,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4795562738815671 10.361316093671531)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df5,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.47769 10.355946666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df4,Savanes,Tône,Tône 3,Nioukpourma,"Moov, Togocom",POINT (0.1562452581770826 10.859050872118498)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df3,Maritime,Zio,Zio 1,Gbatopé,Moov,POINT (1.3414588965384702 6.413784998385903)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df2,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4809678906122763 10.363426737303204)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df1,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4841066666666666 10.36548)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6df0,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.47216 10.354863333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6def,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4841816666666666 10.36641)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dee,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.48488 10.369585)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6ded,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4694350177756901 10.351404324762385)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dec,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4700318546706031 10.354829269125721)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6deb,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4841883333333333 10.363826666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dea,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.48429 10.363976666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de9,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.471015 10.354674999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de8,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4767236212244052 10.353322168382702)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de7,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4698033333333333 10.352616666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de6,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4856483333333334 10.36616)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de5,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.477952029007451 10.360172837987625)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de4,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.476215 10.359589999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de3,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4712345314306684 10.358183619101439)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de2,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4765363905937979 10.33377885804076)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de1,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4744383333333334 10.335048333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6de0,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.469812367318937 10.33601050469581)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6ddf,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4702 10.351028333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dde,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4740845169928017 10.347200974584814)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6ddd,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.47127 10.347261666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6ddc,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4700316666666666 10.340086666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6ddb,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4698535424666747 10.33789791577848)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dda,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,"Moov, Togocom",POINT (0.64358 10.244495)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd9,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.46949 10.337291666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd8,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.469425 10.33582)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd7,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,"Moov, Togocom",POINT (0.6429895136596273 10.243242559572355)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd6,Savanes,Oti-Sud,Oti-Sud 1,Gando,"Moov, Togocom",POINT (0.7499270381282858 10.329165853354274)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd5,Maritime,Zio,Zio 1,Tsévié,"Moov, Togocom",POINT (1.2097033333333334 6.424975000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd4,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4674228140907995 10.339868110894495)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd3,Savanes,Oti,Oti 1,Mango,Nsp,POINT (0.4638877409222055 10.339321413894512)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd2,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.45885 10.338448333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd1,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.4586491099094078 10.337590320730499)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dd0,Savanes,Tône,Tône 1,Bidjenga,Moov,POINT (0.2409366666666667 10.731818333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dcf,Savanes,Cinkassé,Cinkassé 2,Biankouri,"Moov, Togocom",POINT (0.0528869088538328 11.018203966456573)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dce,Savanes,Cinkassé,Cinkassé 2,Biankouri,Togocom,POINT (0.0534333333333333 11.018046666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dcd,Savanes,Tône,Tône 3,Tami,Moov,POINT (0.0537510352754579 10.849483946595017)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dcc,Savanes,Tône,Tône 3,Tami,"Moov, Togocom",POINT (0.0406716666666667 10.858163333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dcb,Savanes,Tône,Tône 3,Tami,Togocom,POINT (0.0280600297351994 10.858732616468375)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dca,Savanes,Tône,Tône 3,Tami,Moov,POINT (0.0399716666666667 10.85672)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc9,Savanes,Oti-Sud,Oti-Sud 1,Gando,"Moov, Togocom",POINT (0.7461788356485461 10.330843178432591)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc8,Savanes,Tône,Tône 3,Tami,Moov,POINT (0.0400733333333333 10.857373333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc7,Maritime,Yoto,Yoto 1,Amoussimé,"Moov, Togocom",POINT (1.5298346038795787 6.6411622174229565)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc6,Maritime,Yoto,Yoto 1,Kouvé,"Moov, Togocom",POINT (1.4158333333333335 6.664686666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc5,Savanes,Cinkassé,Cinkassé 2,Biankouri,"Moov, Togocom",POINT (0.0530798335230192 11.019412394451319)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc4,Savanes,Cinkassé,Cinkassé 2,Biankouri,"Moov, Togocom",POINT (0.0529391852999836 11.01882219824961)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc3,Maritime,Yoto,Yoto 1,Tabligbo,Moov,POINT (1.4900494613388486 6.584003510522654)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc2,Maritime,Yoto,Yoto 1,Kini-Kondji,Moov,POINT (1.5467483333333334 6.611526666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc1,Maritime,Yoto,Yoto 1,Kini-Kondji,Togocom,POINT (1.546352858291251 6.611031500675384)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dc0,Maritime,Yoto,Yoto 1,Kouvé,Moov,POINT (1.4039776188701596 6.6589631844850095)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dbf,Maritime,Yoto,Yoto 1,Kouvé,Togocom,POINT (1.4025615900205417 6.658511654166165)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dbe,Savanes,Tandjoaré,Tandjoaré 2,Sissiak,"Moov, Togocom",POINT (0.1273866968269687 10.726001717537255)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dbd,Maritime,Yoto,Yoto 1,Kouvé,Moov,POINT (1.4179750000000002 6.668395)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dbc,Maritime,Yoto,Yoto 1,Amoussimé,Moov,POINT (1.5122716666666667 6.619743333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dbb,Savanes,Cinkassé,Cinkassé 2,Timbou,"Moov, Togocom",POINT (0.1101984701482791 11.036355326056821)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dba,Maritime,Yoto,Yoto 1,Kouvé,Moov,POINT (1.4049446867086635 6.658980064976924)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db9,Maritime,Yoto,Yoto 1,Tabligbo,"Moov, Togocom",POINT (1.49852 6.589423333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db8,Maritime,Yoto,Yoto 1,Tabligbo,"Moov, Togocom",POINT (1.4942366666666667 6.5949833333333325)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db7,Maritime,Yoto,Yoto 1,Tabligbo,"Moov, Togocom",POINT (1.5099685378493448 6.614037325964966)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db6,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,"Moov, Togocom",POINT (0.4234283333333334 10.994163333333331)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db5,Savanes,Kpendjal,Kpendjal 1,Mandouri,"Moov, Togocom",POINT (0.8177066666666666 10.846123333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db4,Savanes,Kpendjal,Kpendjal 1,Mandouri,"Moov, Togocom",POINT (0.8173984646869028 10.84901102932186)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db3,Savanes,Kpendjal,Kpendjal 1,Mandouri,Nsp,POINT (0.8168691762979691 10.850462539086191)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db2,Savanes,Kpendjal,Kpendjal 1,Mandouri,Togocom,POINT (0.8163366666666668 10.851066746815347)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db1,Savanes,Kpendjal,Kpendjal 1,Mandouri,"Moov, Togocom",POINT (0.8188190093111513 10.851330620754306)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6db0,Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov,POINT (0.8185720068948077 10.85064327271696)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6daf,Savanes,Kpendjal,Kpendjal 1,Mandouri,"Moov, Togocom",POINT (0.8178705121619605 10.846590373178977)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dae,Savanes,Kpendjal,Kpendjal 1,Mandouri,"Moov, Togocom",POINT (0.8179683333333333 10.848475)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dad,Savanes,Kpendjal,Kpendjal 2,Borgou,"Moov, Togocom",POINT (0.6520516666666667 10.723918333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dac,Savanes,Oti,Oti 2,Nagbéni,"Moov, Togocom",POINT (0.57009 10.671340000000002)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6dab,Savanes,Oti,Oti 2,Nagbéni,"Moov, Togocom",POINT (0.57052 10.671071666666668)
