prefecture_pdf,canton_pdf,masculin,feminin,population_totale,adm2_name,adm3_name,adm3_pcode,center_lat,center_lon,area_sqkm,method
Mô,DJARKPANGA,9817,9557,19374,Plaine du Mo,Djarkpanga,TG010202,8.779051,0.52168898,294.45483295,exact_glob
Mô,KAGNIGBARA,2704,2613,5317,Plaine du Mo,Kagnigbara,TG010203,8.9020805,0.64652576,235.54573333,exact_glob
Mô,BOULOHOU,2932,2899,5831,Plaine du Mo,Boulohou,TG010201,8.6852175,0.66243437,343.72523994,exact_glob
Mô,TINDJASSI,7185,7045,14230,Plaine du Mo,Tindjassi,TG010205,8.6576895,0.51378521,304.59722145,exact_glob
Mô,SAIBOUDE,3850,3846,7696,Plaine du Mo,Saiboude,TG010204,8.5680975,0.56789297,76.1509257,exact_glob
Kozah,LAMA,81118,80058,161176,Kozah,Lama,TG020706,9.591018,1.19489025,71.01199063,exact_pref
Kozah,LASSA,6231,6768,12999,Kozah,Lassa,TG020709,9.608007,1.23401773,67.0008606,exact_pref
Kozah,SOUMDINA,4338,4936,9274,Kozah,Somdina,TG020712,9.639526,1.2706104,46.91911379,fuzzy
Kozah,LANDA,4883,5293,10176,Kozah,Landa,TG020707,9.6679565,1.27208708,31.89149616,exact_pref
Kozah,PYA,5983,5415,11398,Kozah,Pya,TG020710,9.6496375,1.11910725,54.42732222,exact_pref
Kozah,KOUMEA,3562,3927,7489,Kozah,Koumea,TG020705,9.713715,1.20418464,50.77520106,exact_pref
Kozah,TCHARE,1115,1186,2301,Kozah,Tchare,TG020713,9.660101,1.17870918,6.9887057,exact_pref
Kozah,BOHOU,3261,3478,6739,Kozah,Bohou,TG020703,9.596143,1.16468957,17.59177619,exact_pref
Kozah,YADE,2019,2282,4301,Kozah,Yade,TG020715,9.595022,1.14526711,19.57570428,exact_pref
Kozah,TCHITCHAO,3909,3518,7427,Kozah,Tchitchao,TG020714,9.5982255,1.09325674,60.56175245,exact_pref
Kozah,SARAKAWA,2902,3147,6049,Kozah,Sarakawa,TG020711,9.616324,1.01117294,87.90679517,exact_pref
Kozah,AWANDJELO,5969,6178,12147,Kozah,Awandjelo,TG020702,9.474899,1.19187122,115.51089427,exact_pref
Kozah,KPINZINDE,5850,5758,11608,Kozah,Landa-Pozenda/Kpinzinde,TG020708,9.494204,1.28570414,146.50040617,fuzzy
Kozah,ATCHANGBADE,8223,8653,16876,Kozah,Atchangbade,TG020701,9.473733,1.10936741,152.07051824,exact_pref
Kozah,DJAMDE,1825,1953,3778,Kozah,Djamde,TG020704,9.490575,1.03201031,157.00643847,exact_pref
Assoli,BAFILO,13763,13275,27038,Assoli,Bafilo,TG020102,9.3669465,1.26114582,155.73833688,exact_pref
Assoli,BOULADE,2683,2701,5384,Assoli,Boulade,TG020103,9.401495,1.21946721,71.13673046,exact_pref
Assoli,DAKO/DAOUDE,4023,3972,7995,Assoli,Dako/Daoude,TG020104,9.3555415,1.05143997,250.51482682,exact_pref
Assoli,ALEDJO,2471,2338,4809,Assoli,Aledjo,TG020101,9.2799335,1.16600181,187.60499906,exact_pref
Assoli,KOUMONDE,2415,2709,5124,Assoli,Koumonde,TG020105,9.2799335,1.27996485,58.65125951,exact_pref
Assoli,SOUDOU,7891,8153,16044,Assoli,Soudou,TG020106,9.3568495,1.34651354,209.46292059,exact_pref
Bassar,BASSAR,23011,22835,45846,Bassar,Bassar,TG020203,9.210879,0.85800527,1285.57790891,exact_pref
Bassar,BAGHAN,6070,5744,11814,Bassar,Baghan,TG020201,8.9820075,0.56207524,473.15921301,exact_pref
Bassar,KALANGA,3700,3699,7399,Bassar,Kalanga,TG020207,9.2734475,0.67252288,122.49660587,exact_pref
Bassar,BANGELI,7878,7693,15571,Bassar,Bangeli,TG020202,9.408098,0.63594437,207.41211323,exact_pref
Bassar,BITCHABE,3661,3481,7142,Bassar,Bitchabe,TG020204,9.3062595,0.5921063,150.30261516,exact_pref
Bassar,DIMORI,6971,6792,13763,Bassar,Dimori,TG020205,9.170561,0.57314702,284.1622148,exact_pref
Bassar,KABOU,13288,13316,26604,Bassar,Kabou,TG020206,9.507899,0.78489463,388.4234365,exact_pref
Bassar,MANGA,3494,3775,7269,Bassar,Manga,TG020208,9.5655165,0.7045408,73.99154392,exact_pref
Bassar,SANDA-KAGBANDA,5234,5408,10642,Bassar,Sanda-Kagbanda,TG020210,9.4909625,0.89275503,271.75138587,exact_pref
Bassar,SANDA-AFOHOU,2928,3087,6015,Bassar,Sanda-Afohou,TG020209,9.476961,0.94465354,197.15201865,exact_pref
Dankpen,GUERIN-KOUKA,23973,24426,48399,Dankpen,Guerin-Kouka,TG020402,9.729194,0.56844487,441.03967507,exact_pref
Dankpen,NAMPOCH,4534,4722,9256,Dankpen,Nampoch,TG020408,9.8183765,0.66274196,123.24542845,exact_pref
Dankpen,KATCHAMBA,4461,4660,9121,Dankpen,Katchamba,TG020403,9.8740735,0.51456723,135.6674787,exact_pref
Dankpen,KOULFIEKOU,4695,4823,9518,Dankpen,Koulfiekou,TG020405,9.9347875,0.41119336,167.93817176,exact_pref
Dankpen,NAMON,4650,4739,9389,Dankpen,Namon,TG020407,9.6956505,0.80803007,141.89661729,exact_pref
Dankpen,NATCHIBORE,5747,5994,11741,Dankpen,Natchibore,TG020410,9.81733,0.78173025,182.02539185,exact_pref
Dankpen,NATCHITIKPI,3750,4094,7844,Dankpen,Natchitikpi,TG020411,9.724028,0.71328196,127.07827984,exact_pref
Dankpen,KOUTCHITCHEOU,1818,1924,3742,Dankpen,Koutchitcheou,TG020406,9.626668,0.76722978,43.17752585,exact_pref
Dankpen,BAPURE,12782,12646,25428,Dankpen,Bapure,TG020401,9.52316,0.58563667,245.63003314,exact_pref
Dankpen,NANDOUTA,6930,7184,14114,Dankpen,Nandouta,TG020409,9.5176335,0.39241666,358.47275677,exact_pref
Dankpen,NAWARE,8976,9277,18253,Dankpen,Naware,TG020412,9.6101805,0.47223812,234.14623215,exact_pref
Dankpen,KIDJABOUN,9251,9606,18857,Dankpen,Kidjaboun,TG020404,9.7710575,0.44159775,340.62671867,exact_pref
Kéran,KANDE,13131,13135,26266,Keran,Kande,TG020604,9.976506,1.07890567,282.69426768,exact_pref
Kéran,AKPONTE,4372,4505,8877,Keran,Akponte,TG020601,10.1891185,0.9066252,215.70366868,exact_pref
Kéran,PESSIDE,4614,4642,9256,Keran,Pesside,TG020608,10.075481,0.85507938,311.09619853,exact_pref
Kéran,ATALOTE,8636,8793,17429,Keran,Atalote,TG020602,9.947946,0.8867311,287.75125566,exact_pref
Kéran,OSSACRE,9747,10095,19842,Keran,Ossacre,TG020607,10.068803,0.74346444,270.62620699,exact_pref
Kéran,HELOTA,7771,8263,16034,Keran,Helota,TG020603,9.9136215,0.74515651,201.44932607,exact_pref
Kéran,NADOBA,9785,10093,19878,Keran,Nadoba,TG020606,10.140751,1.05556653,200.61413622,exact_pref
Kéran,WARENGO,3219,3096,6315,Keran,Warengo,TG020609,10.0819295,1.11147632,68.27792034,exact_pref
Kéran,KOUTOUGOU,2456,2334,4790,Keran,Koutougou,TG020605,10.0600605,1.21473151,179.74854496,exact_pref
Doufelgou,NIAMTOUGOU,3105,3328,6433,Doufelgou,Niamtougou,TG020510,9.7093655,1.02574452,109.15117224,exact_pref
Doufelgou,AGBANDE-YAKA,4299,4616,8915,Doufelgou,Agbandi-Yaka,TG020501,9.6979175,1.09987531,97.05857567,fuzzy
Doufelgou,BAGA,2873,3032,5905,Doufelgou,Baga,TG020503,9.804723,1.10028149,44.35382615,exact_pref
Doufelgou,KOKA,1711,1722,3433,Doufelgou,Koka,TG020506,9.789666,1.14633846,19.74790731,exact_pref
Doufelgou,TENEGA,2033,2270,4303,Doufelgou,Tenega,TG020514,9.8343735,1.14312861,19.47327144,exact_pref
Doufelgou,SIOU,4228,4682,8910,Doufelgou,Siou,TG020512,9.851111,1.20031418,134.27945312,exact_pref
Doufelgou,POUDA,1569,1568,3137,Doufelgou,Pouda,TG020511,9.9046845,1.26039708,41.13421857,exact_pref
Doufelgou,MASSEDENA,1851,1896,3747,Doufelgou,Massedena,TG020509,9.9713175,1.25455257,89.51140067,exact_pref
Doufelgou,DEFALE,3282,3656,6938,Doufelgou,Defale,TG020504,9.8860155,1.07934099,68.40373176,exact_pref
Doufelgou,KPAHA,1812,1880,3692,Doufelgou,Kpaha,TG020507,9.918094,1.14090286,100.75308972,exact_pref
Doufelgou,ANIMA,510,582,1092,,,,,,,unmatched
Doufelgou,KADJALLA,4762,5073,9835,Doufelgou,Kadjalla,TG020505,9.8031745,0.93883608,100.9149605,exact_pref
Doufelgou,TCHORE,1953,2029,3982,Doufelgou,Tchore,TG020513,9.844297,0.94206765,89.46722407,exact_pref
Doufelgou,ALLOUM,4968,5271,10239,Doufelgou,Aloum,TG020502,9.77426,0.9710185,164.71835904,fuzzy
Doufelgou,LEON,2017,2189,4206,Doufelgou,Leon,TG020508,9.6860495,0.93049003,78.5804129,exact_pref
Binah,PAGOUDA,8281,8589,16870,Binah,Pagouda,TG020305,9.758779,1.33448568,132.57974435,exact_pref
Binah,LAMA-DESSI,1959,1973,3932,Binah,Lama-Dessi,TG020304,9.7297905,1.26170989,39.88286514,exact_pref
Binah,PITIKITA,726,758,1484,Binah,Pitikita,TG020307,9.766478,1.2693552,19.2039814,exact_pref
Binah,PESSARE,3092,3237,6329,Binah,Pessare,TG020306,9.807075,1.23120414,66.568406,exact_pref
Binah,BOUFALE,2836,2965,5801,Binah,Boufale,TG020301,9.8547775,1.32313799,55.44773884,exact_pref
Binah,SOLLA,4808,4815,9623,Binah,Sola,TG020309,9.9354245,1.32891529,110.64992863,fuzzy
Binah,KETAO,12632,13177,25809,Binah,Ketao,TG020303,9.6727615,1.32053667,48.82683483,exact_pref
Binah,KEMERIDA,3434,3748,7182,Binah,Kemerida,TG020302,9.6171045,1.3493335,44.31056683,exact_pref
Binah,SIRKA,3517,3652,7169,Binah,Sirka,TG020308,9.542028,1.30838274,63.28803867,exact_pref
Tône,DAPAONG,69801,74910,144711,Tone,Dapaong,TG051602,10.880235,0.19746596,165.31597873,exact_pref
Tône,KOURIENTRE,5805,6419,12224,Tone,Kourientre,TG051605,11.0065525,0.23350296,41.99613422,exact_pref
Tône,POISSONGUI,2971,3184,6155,Tone,Poissongui,TG051614,11.042244,0.20939968,33.59192507,exact_pref
Tône,NATIGOU,5320,5914,11234,Tone,Natigou,TG051611,10.987321,0.26402906,23.72926697,exact_pref
Tône,TOAGA,6432,7062,13494,Tone,Toaga,TG051617,10.890121,0.24742628,41.06436571,exact_pref
Tône,PANA,6290,6989,13279,Tone,Pana,TG051613,10.765686,0.2747161,105.75682376,exact_pref
Tône,BIDJENGA,4967,5679,10646,Tone,Bidjenga,TG051601,10.6997645,0.30357958,42.91778032,exact_pref
Tône,NAKI-OUEST,11193,12823,24016,Tone,Naki-Ouest,TG051608,10.917929,0.06218005,102.61215061,exact_pref
Tône,NAMARE,5695,6408,12103,Tone,Namare,TG051609,10.9706955,0.07232126,51.67101322,exact_pref
Tône,NANERGOU,6640,7420,14060,Tone,Nanergou,TG051610,10.926721,0.14447621,55.35042773,exact_pref
Tône,TAMI,9809,10810,20619,Tone,Tami,TG051616,10.868631,0.04151518,74.56768839,exact_pref
Tône,NIOUKPOURMA,8491,9500,17991,Tone,Nioukpourma,TG051612,10.8380545,0.13685355,75.90694517,exact_pref
Tône,LOTOGOU,6962,7470,14432,Tone,Lotogou/Warkambou,TG051606,10.8304695,-0.00793308,122.6384719,fuzzy
Tône,WARKAMBOU,3467,3767,7234,Tone,Lotogou/Warkambou,TG051606,10.8304695,-0.00793308,122.6384719,fuzzy
Tône,KORBONGOU,12155,13454,25609,Tone,Korbongou,TG051604,10.945408,0.32087691,92.69024857,exact_pref
Tône,LOUANGA,5411,6023,11434,Tone,Louanga,TG051607,10.889621,0.33237456,65.32923762,exact_pref
Tône,KANTINDI,6746,7270,14016,Tone,Kantindi,TG051603,10.91796,0.26895922,82.8000414,exact_pref
Tône,SANFATOUTE,7325,8193,15518,Tone,Sanfatoute,TG051615,11.0149615,0.3116688,41.90709246,exact_pref
Cinkassé,CINKASSE,31288,31938,63226,Cinkasse,Cinkasse,TG051703,11.0828045,0.04032119,34.0791149,exact_pref
Cinkassé,BOADE,3576,3827,7403,Cinkasse,Boade,TG051702,11.108355,-0.05601728,25.04098877,exact_pref
Cinkassé,GNOAGA,785,871,1656,Cinkasse,Gnoaga,TG051704,11.111916,-0.09657142,5.85951685,exact_pref
Cinkassé,GOULOUNGOUSSI,1781,1926,3707,Cinkasse,Gouloungoussi,TG051705,11.117492,-0.12001425,15.00109089,exact_pref
Cinkassé,TIMBOU,10362,11347,21709,Cinkasse,Timbou,TG051708,11.0348575,0.11192466,77.59289448,exact_pref
Cinkassé,SAM-NABA,4280,5081,9361,Cinkasse,Sam-Naba,TG051707,11.0545145,0.14258934,53.56694743,exact_pref
Cinkassé,NADJOUNDI,4817,5323,10140,Cinkasse,Nadjoundi,TG051706,10.99867,0.19407213,27.7251985,exact_pref
Cinkassé,BIANKOURI,5685,6072,11757,Cinkasse,Biankouri,TG051701,11.024749,0.05302916,36.75505652,exact_pref
Kpendjal-Ouest,NAKI-EST,11442,13319,24761,Naki-Ouest,Naki-Est,TG051802,10.727854,0.36684609,267.0533836,exact_glob
Kpendjal-Ouest,NAYEGA,9075,10160,19235,Naki-Ouest,Nayega,TG051804,10.7426595,0.41588119,27.09878879,exact_glob
Kpendjal-Ouest,OGARO,5911,6552,12463,Naki-Ouest,Ogaro,TG051805,10.7739815,0.47819253,116.78989693,exact_glob
Kpendjal-Ouest,POGNO,7368,8080,15448,Naki-Ouest,Pogno,TG051806,10.962097,0.56638646,93.34669235,exact_glob
Kpendjal-Ouest,NAMOUNDJOGA,8507,9389,17896,Naki-Ouest,Namoundjoga,TG051803,10.8984285,0.44563405,197.33483536,exact_glob
Kpendjal-Ouest,TAMBONGA,8835,9874,18709,Naki-Ouest,Tambonga,TG051807,10.939138,0.45331467,36.07859284,exact_glob
Kpendjal-Ouest,PAPRI,7037,7781,14818,Naki-Ouest,Kpendjaga / Papri,TG051801,10.9937475,0.42424631,47.89149136,manual
Kpendjal,MANDOURI,9963,10653,20616,Kpendjal,Mandouri,TG051303,10.885635,0.80339601,372.9438971,exact_pref
Kpendjal,TAMBIGOU,4615,4746,9361,Kpendjal,Tambigou,TG051304,10.744621,0.775575,163.47124125,exact_pref
Kpendjal,KOUNDJOARE,8673,9253,17926,Kpendjal,Koundjoare,TG051302,10.9275,0.6408151,225.79584901,exact_pref
Kpendjal,BORGOU,19784,20678,40462,Kpendjal,Borgou,TG051301,10.762763,0.62208454,630.94795851,exact_pref
Oti-Sud,GANDO,20245,21129,41374,Oti-Sud,Gando,TG051901,10.295577,0.78420746,351.65102478,exact_pref
Oti-Sud,SAGBIEBOU,9931,10439,20370,Oti-Sud,Sagbiebou,TG051906,10.2453485,0.64175279,395.79347515,exact_pref
Oti-Sud,MOGOU,14668,15774,30442,Oti-Sud,Mogou,TG051904,10.4521835,0.65546863,429.8487155,exact_pref
Oti-Sud,TCHAMONGA,6766,7100,13866,Oti-Sud,Tchamonga,TG051908,10.578473,0.74173067,297.50369016,exact_pref
Oti-Sud,TAKPAMBA,6165,6258,12423,Oti-Sud,Takpamba,TG051907,9.9592285,0.58860186,237.91991285,exact_pref
Oti-Sud,NALI,5504,5780,11284,Oti-Sud,Nali,TG051905,10.052864,0.49013636,322.81509301,exact_pref
Oti-Sud,KOUMONGOU,3415,3752,7167,Oti-Sud,Koumongou,TG051902,10.159242,0.5004213,115.78858281,exact_pref
Oti-Sud,KOUNTOIRE,6638,6812,13450,Oti-Sud,Kountoire,TG051903,10.089755,0.62816625,241.61246141,exact_pref
Oti,MANGO,20661,21142,41803,Oti,Mango,TG051405,10.3597985,0.4361702,341.26365717,exact_pref
Oti,SADORI,3915,4185,8100,Oti,Sadori,TG051407,10.248039,0.43698388,156.16488614,exact_pref
Oti,FARE,2175,2401,4576,Oti,Fare,TG051402,10.1739515,0.38409272,48.89351522,exact_pref
Oti,BARKOISSI,9970,11090,21060,Oti,Barkoissi,TG051401,10.584106,0.32986982,51.32388177,exact_pref
Oti,GALANGASHIE,7207,7603,14810,Oti,Galangashie,TG051403,10.485587,0.34012209,445.64436057,exact_pref
Oti,TCHANAGA,4402,4571,8973,Oti,Tchanaga,TG051408,10.533447,0.50644495,266.75963726,exact_pref
Oti,NAGBENI,9368,10239,19607,Oti,Nagbeni,TG051406,10.624315,0.44480919,152.82690267,exact_pref
Oti,LOKO,2940,2979,5919,Oti,Loko,TG051404,10.5111295,0.22895824,78.9787881,exact_pref
Tandjoaré,NANDOGA,2961,3373,6334,Tandjoare,Nandoga,TG051510,10.6344155,0.22949759,47.36131426,exact_pref
Tandjoaré,BOMBOUAKA,5224,5545,10769,Tandjoare,Bombouaka,TG051503,10.717816,0.22336043,64.00603523,exact_pref
Tandjoaré,PLIGOU,3242,3800,7042,Tandjoare,Pligou,TG051512,10.6819795,0.265867,29.628518,exact_pref
Tandjoaré,BOULOGOU,2845,3256,6101,Tandjoare,Boulogou,TG051504,10.642865,0.27392014,39.50900768,exact_pref
Tandjoaré,LOKO,3056,3131,6187,Tandjoare,Loko,TG051507,10.595282,0.25195911,33.12940845,exact_pref
Tandjoaré,TAMONGUE,10502,10903,21405,Tandjoare,Tamongue,TG051515,10.5101335,0.17201678,145.62593603,exact_pref
Tandjoaré,BOGOU,5110,5396,10506,Tandjoare,Bogou,TG051502,10.649995,0.14981096,57.52850037,exact_pref
Tandjoaré,GOUNDOGA,2997,3351,6348,Tandjoare,Goundoga,TG051506,10.7145015,0.16995958,33.71896761,exact_pref
Tandjoaré,NANO,7969,9124,17093,Tandjoare,Nano,TG051511,10.696531,0.09591717,64.05930247,exact_pref
Tandjoaré,DOUKPERGOU,3391,3635,7026,Tandjoare,Doukpergou,TG051505,10.635806,0.05960501,64.94575532,exact_pref
Tandjoaré,LOKPANO,2892,3133,6025,Tandjoare,Lokpano,TG051508,10.594893,0.11913572,71.6258994,exact_pref
Tandjoaré,SANGOU,1266,1354,2620,Tandjoare,Sangou,TG051513,10.5914895,0.06242753,8.86056447,exact_pref
Tandjoaré,MAMPROUGOU,2959,3372,6331,Tandjoare,Mamproug,TG051509,10.6694205,-0.03167076,99.34828477,fuzzy
Tandjoaré,BAGOU,1164,1226,2390,Tandjoare,Bagou,TG051501,10.673332,0.03529779,28.84272315,exact_pref
Tandjoaré,TAMPIALIME,6677,7670,14347,Tandjoare,Tampialime,TG051516,10.752496,0.06671893,109.07977832,exact_pref
Tandjoaré,SISSIAK,3926,4417,8343,Tandjoare,Sissiak,TG051514,10.746446,0.10914865,54.09855855,exact_pref
